rainfall_24h_mm,rainfall_intensity_mmh,soil_moisture_pct,slope_degrees,borehole_displacement_mm,historical_events_count,population_density_sqkm,catchment_area_sqkm,road_closure_hours,severance_probability_pct,isolated_population,infrastructure_damage_index,time_to_failure_hours,debris_volume_m3
166.1,14.2,93.7,24.3,5.32,16,1858,2.8,70.0,89.7,847,87.4,5.7,18525
175.2,27.0,75.1,36.4,27.33,3,1190,25.5,72.0,100.0,5496,100.0,1.0,28000
44.4,14.1,85.1,58.6,3.86,9,986,20.4,61.4,72.7,2662,78.4,6.7,16960
40.6,14.5,92.6,54.1,24.59,9,1873,31.0,72.0,100.0,10554,100.0,1.0,28000
151.2,4.1,39.4,24.7,27.84,8,1353,14.7,72.0,91.4,3352,96.3,2.5,22926
186.0,16.3,67.5,29.1,0.95,9,808,30.4,67.5,85.1,3762,84.8,6.2,21171
69.5,10.9,48.0,46.7,0.52,3,2077,20.6,31.4,58.9,4353,58.8,11.9,10883
236.9,38.0,87.6,41.6,25.69,9,1689,9.1,72.0,100.0,2886,100.0,1.0,28000
109.6,29.8,43.2,61.1,13.15,1,108,22.4,72.0,100.0,380,100.0,1.0,28000
82.9,40.4,54.0,29.4,12.03,12,1555,27.7,64.1,81.3,6155,89.7,4.4,20618
83.0,12.2,59.7,37.2,3.84,5,1997,26.3,34.6,56.1,5501,67.0,10.6,12941
193.8,14.7,68.0,44.7,2.79,2,942,26.5,72.0,97.9,4378,100.0,1.6,26554
225.3,13.1,33.3,26.8,26.99,7,774,31.4,72.0,100.0,4378,100.0,1.0,28000
156.9,21.1,93.2,56.7,26.04,14,1717,27.5,72.0,100.0,8390,100.0,1.0,28000
163.6,13.6,60.5,56.5,2.39,15,1755,7.4,72.0,99.9,2229,98.8,3.3,23362
70.3,18.5,38.1,59.5,1.98,13,400,5.6,52.0,73.0,466,74.7,7.2,14068
120.3,7.9,65.7,28.8,1.49,11,2010,16.3,46.2,63.2,3746,58.6,12.2,11245
152.0,20.8,79.9,57.1,18.09,18,1328,29.3,72.0,100.0,6839,100.0,1.0,28000
27.3,23.4,80.5,27.5,2.19,16,2014,11.3,30.3,55.5,2312,58.3,12.5,8608
214.7,20.0,48.0,50.6,23.28,8,1137,4.8,72.0,100.0,1102,100.0,1.0,28000
164.4,23.7,49.2,29.5,0.63,4,1925,20.7,60.2,74.3,5204,76.8,5.4,17588
65.0,7.0,49.2,50.6,6.9,5,120,17.1,47.2,62.6,351,73.3,9.5,13245
96.0,35.9,92.9,24.2,2.46,16,803,8.2,61.3,81.1,1092,77.7,7.6,15838
190.8,20.3,79.2,23.3,21.7,17,913,16.4,72.0,100.0,2624,100.0,1.0,28000
137.0,12.9,72.9,29.9,24.25,7,522,9.5,72.0,100.0,1010,100.0,1.0,25660
233.3,25.7,76.2,49.5,3.11,8,705,17.2,72.0,100.0,2370,100.0,1.0,28000
58.1,23.9,38.9,41.5,2.28,12,1856,24.1,32.7,52.8,4340,59.4,9.5,12243
145.2,24.2,63.4,44.7,9.4,15,1187,28.1,72.0,99.8,5855,100.0,1.8,27162
141.4,20.7,81.7,42.2,24.78,12,1038,12.0,72.0,100.0,2369,100.0,1.0,28000
58.1,14.0,58.2,34.9,2.67,2,591,7.8,25.9,46.3,260,50.3,12.8,8265
130.3,27.3,69.8,24.0,2.9,1,914,21.8,59.2,79.7,2845,80.4,6.9,17041
216.4,35.1,82.8,24.3,15.05,3,1304,4.8,72.0,100.0,967,100.0,1.0,28000
166.2,25.2,92.6,44.3,21.02,12,1938,23.2,72.0,100.0,8210,100.0,1.0,28000
139.8,26.4,91.7,58.1,27.91,12,1748,25.0,72.0,100.0,7909,100.0,1.0,28000
224.1,12.9,93.5,39.9,2.93,10,126,17.8,72.0,100.0,323,100.0,1.0,28000
201.7,29.9,49.7,44.1,25.96,5,446,3.6,72.0,100.0,235,100.0,1.0,28000
44.8,18.6,90.7,51.4,22.3,6,2059,26.9,72.0,100.0,10132,100.0,1.0,27945
148.9,6.1,35.6,52.8,3.29,14,553,28.2,62.0,75.5,2160,78.6,7.2,19002
90.5,4.6,66.6,28.0,6.57,2,1669,31.1,31.7,58.9,5339,58.5,12.4,11901
97.3,21.6,79.7,43.9,1.65,14,594,25.0,57.3,76.5,2002,81.9,7.0,18355
137.7,12.5,49.0,39.2,16.34,4,1754,15.0,71.7,89.0,4252,91.4,3.1,22485
157.5,41.6,60.3,27.8,3.29,7,1591,7.1,72.0,95.2,2031,95.4,3.7,21528
204.0,14.2,54.0,54.2,1.94,11,916,24.3,72.0,100.0,4106,100.0,1.1,28000
174.4,29.1,56.1,58.2,7.53,2,1223,8.4,72.0,100.0,1835,100.0,1.0,28000
167.5,38.6,55.1,26.3,3.55,13,1006,31.4,72.0,91.6,5369,96.8,3.8,23999
67.8,40.7,67.9,50.5,3.7,10,1426,17.0,67.0,90.9,4040,91.6,3.8,21565
235.4,13.8,36.0,32.3,4.0,1,1207,9.2,72.0,93.9,1731,100.0,2.7,23564
212.6,29.8,58.7,44.9,9.09,11,1899,18.5,72.0,100.0,6340,100.0,1.0,28000
176.6,23.4,40.7,61.8,4.49,6,1360,4.5,72.0,100.0,975,100.0,1.0,28000
93.5,40.9,93.5,34.1,23.1,9,682,25.5,72.0,100.0,3235,100.0,1.0,28000
74.6,12.1,76.0,36.4,13.61,17,1980,23.5,59.9,73.7,6169,76.0,6.3,16897
189.4,3.6,49.3,38.5,27.68,7,330,7.7,72.0,100.0,504,100.0,1.0,28000
116.9,33.3,70.9,55.0,11.34,18,217,17.9,72.0,100.0,516,100.0,1.0,28000
183.1,24.8,65.0,47.2,1.24,13,1307,25.3,72.0,98.3,5768,100.0,2.0,27838
124.7,28.2,37.8,42.0,2.38,18,614,14.1,57.3,75.7,1161,86.4,7.8,17350
44.4,15.6,73.5,50.5,2.96,3,527,23.3,47.4,67.9,1583,72.5,10.6,14392
59.4,24.5,34.8,28.8,3.5,5,724,28.1,28.9,47.2,1696,52.2,13.4,10520
159.7,7.6,40.4,30.1,7.46,15,2098,27.7,52.6,73.3,7820,74.5,8.0,16923
113.2,6.1,70.4,31.8,17.54,18,910,3.9,64.6,77.3,308,89.9,6.3,17448
89.2,38.9,35.1,38.7,2.72,18,786,31.0,55.4,76.5,3169,80.5,7.0,17886
201.4,32.6,86.0,24.6,3.86,9,1408,18.0,72.0,100.0,4606,100.0,1.3,28000
237.2,21.9,76.1,59.4,8.4,11,1123,18.0,72.0,100.0,3490,100.0,1.0,28000
130.9,10.0,71.0,50.3,0.54,1,1964,21.0,63.2,74.3,5635,88.5,6.1,18108
145.5,27.9,32.7,30.0,3.18,10,1289,17.4,54.4,72.7,3009,77.6,8.0,16470
31.3,9.8,53.2,35.5,25.69,2,616,16.7,60.6,77.2,1444,78.5,7.9,16546
184.7,35.6,51.2,51.0,2.19,7,1418,26.1,72.0,100.0,6849,100.0,1.0,28000
159.7,35.9,68.5,37.6,24.28,10,1348,23.4,72.0,100.0,5828,100.0,1.0,28000
137.9,9.8,55.9,23.5,0.46,17,162,26.1,40.6,62.5,411,60.9,12.2,11924
95.4,33.0,38.3,61.3,27.8,7,209,16.1,72.0,100.0,407,100.0,1.0,28000
43.7,21.2,35.0,42.8,9.09,10,919,12.0,36.2,59.8,1114,66.7,8.7,11810
83.8,3.6,71.9,42.6,1.47,11,1170,6.7,41.7,60.4,750,57.1,11.4,9710
120.4,8.1,62.1,49.0,0.31,14,1665,7.8,54.7,72.3,1824,77.4,8.4,13863
200.8,30.8,74.9,43.3,21.28,15,599,5.2,72.0,100.0,399,100.0,1.0,28000
126.2,40.0,41.2,57.8,1.52,6,1413,25.8,72.0,100.0,6374,100.0,1.5,26574
61.7,32.9,70.7,27.1,3.29,4,1394,18.9,37.0,59.1,2787,68.9,8.9,12943
59.2,21.8,36.2,30.3,12.36,14,1461,18.6,38.1,59.9,2761,71.0,10.1,12725
152.3,21.1,67.5,54.9,3.83,3,505,22.7,72.0,100.0,1994,100.0,1.0,26586
54.9,25.6,80.3,54.4,18.67,15,1253,14.0,72.0,100.0,3230,100.0,1.3,27190
90.5,39.8,59.8,61.3,0.45,1,2150,14.4,72.0,90.7,5002,100.0,1.4,23960
201.5,17.0,87.1,56.6,2.84,13,1363,23.5,72.0,100.0,5649,100.0,1.0,28000
206.3,17.1,58.7,33.5,3.95,1,353,21.6,72.0,90.5,1305,100.0,1.7,24196
198.3,36.5,89.2,49.8,17.64,15,2146,15.0,72.0,100.0,5684,100.0,1.0,28000
182.1,30.8,49.2,59.1,1.42,2,2039,23.3,72.0,100.0,8627,100.0,1.0,28000
236.5,33.4,61.8,25.1,2.93,16,379,22.7,72.0,100.0,1593,100.0,1.0,28000
122.6,38.3,68.7,35.3,3.91,10,1244,7.4,71.1,91.0,1429,96.7,3.5,20394
149.3,25.3,74.0,33.7,1.25,16,397,6.2,67.3,78.4,248,89.6,4.7,17988
184.4,26.5,90.2,51.6,10.67,6,1130,25.6,72.0,100.0,5217,100.0,1.0,28000
153.0,35.0,85.6,52.1,11.04,15,745,8.7,72.0,100.0,1223,100.0,1.0,28000
110.7,14.8,79.8,52.1,10.94,13,2003,10.2,72.0,95.6,3431,100.0,2.4,23149
139.0,40.3,38.2,43.3,3.39,9,1432,10.5,72.0,96.1,2634,97.5,3.9,21982
169.5,33.0,65.3,49.1,9.11,1,94,27.0,72.0,100.0,298,100.0,1.0,28000
66.5,3.9,37.9,59.5,23.48,4,551,5.0,72.0,92.5,564,98.0,4.5,20781
48.8,10.2,50.9,48.4,1.87,9,1808,22.9,32.1,56.8,4135,60.8,11.1,10559
108.5,41.8,48.5,54.5,0.37,7,1668,7.8,72.0,92.3,2269,95.0,3.8,22183
178.8,7.0,36.7,44.9,1.84,16,669,21.8,59.4,73.9,1896,81.1,5.6,18635
25.8,30.6,81.3,41.1,20.51,3,985,2.6,72.0,98.0,444,98.7,4.6,21186
171.6,18.6,72.5,60.4,2.19,11,389,27.3,72.0,100.0,1792,100.0,1.4,28000
89.3,18.2,38.8,49.6,24.84,15,836,6.6,72.0,96.3,993,100.0,1.0,24940
91.2,23.8,85.4,40.0,1.52,2,1443,25.7,55.3,69.5,4762,81.1,7.1,17600
213.0,8.8,69.1,59.0,0.65,1,1990,29.3,72.0,100.0,10554,100.0,1.0,28000
201.5,6.8,71.1,55.4,3.29,4,2096,20.1,72.0,100.0,7464,100.0,1.5,28000
111.4,7.7,75.8,43.8,3.86,7,246,20.0,53.4,70.9,484,76.3,8.3,16086
119.3,39.1,34.6,26.0,17.34,6,124,28.4,72.0,88.1,728,100.0,3.5,24464
174.1,33.9,62.5,27.1,1.16,15,1747,9.6,72.0,85.2,2610,96.6,4.4,20436
202.7,14.7,58.8,44.3,3.95,4,1542,28.0,72.0,100.0,7757,100.0,1.0,27113
49.2,8.8,86.0,58.5,4.89,2,281,21.5,57.4,72.7,724,82.8,7.9,16678
184.2,39.1,43.3,53.4,3.69,8,1881,20.0,72.0,100.0,6842,100.0,1.0,28000
46.1,31.8,87.7,37.0,1.94,16,282,28.8,55.2,65.2,935,72.4,7.4,16136
160.9,41.0,44.9,27.1,2.14,5,515,27.6,67.4,86.9,2160,96.4,4.8,22461
162.2,26.8,42.9,60.8,2.88,17,2063,27.9,72.0,100.0,10345,100.0,1.0,28000
78.3,19.9,46.2,59.1,25.63,1,1771,31.4,72.0,100.0,10117,100.0,1.0,28000
196.6,35.0,61.0,31.6,0.84,14,952,6.4,72.0,96.4,893,100.0,1.3,24529
209.5,32.1,33.6,40.2,24.54,13,817,25.8,72.0,100.0,3847,100.0,1.0,28000
96.6,4.3,59.3,32.8,15.42,7,391,20.8,56.7,69.1,1017,79.4,7.7,15188
107.3,21.1,34.6,36.7,19.88,18,898,6.6,70.8,86.6,983,96.2,4.9,20491
176.1,32.4,80.7,34.8,14.35,14,1195,4.1,72.0,100.0,882,100.0,1.0,28000
202.5,38.1,60.9,36.7,19.56,3,831,28.8,72.0,100.0,4467,100.0,1.0,28000
84.3,30.2,63.8,57.0,17.75,10,1766,31.1,72.0,100.0,9824,100.0,1.0,28000
38.5,37.0,46.9,59.9,11.82,11,1396,16.8,72.0,95.8,4063,98.9,3.2,23833
90.9,33.8,46.5,36.9,3.4,5,1506,10.9,56.1,78.1,2171,77.2,6.8,14605
177.2,38.3,82.8,28.5,3.98,5,1865,10.2,72.0,99.2,3210,100.0,1.0,26571
141.1,9.3,51.3,58.8,14.23,5,1936,29.9,72.0,98.8,10312,100.0,1.4,28000
217.6,40.8,80.3,61.8,22.49,15,1447,22.8,72.0,100.0,5794,100.0,1.0,28000
205.8,20.4,37.9,24.2,16.54,8,1198,8.3,72.0,98.8,1839,100.0,2.2,26723
130.5,26.5,64.7,24.2,11.43,14,1574,13.9,66.1,79.2,3042,89.5,5.2,19462
215.9,31.9,58.6,39.7,2.94,14,1756,6.6,72.0,100.0,1969,100.0,1.0,28000
39.2,40.4,80.4,25.5,25.65,14,776,18.9,72.0,100.0,2494,100.0,1.8,25528
34.1,35.2,85.4,34.2,13.24,1,70,7.0,65.8,80.5,125,84.0,6.0,17872
63.6,38.4,73.3,23.1,14.06,3,1541,19.6,66.2,82.6,4541,86.4,6.3,18866
135.2,25.4,86.1,28.5,1.35,5,1523,7.3,61.2,76.7,1699,82.6,5.6,16822
226.3,23.0,81.1,29.3,3.04,18,1381,28.2,72.0,100.0,6930,100.0,1.0,28000
149.7,35.1,32.8,42.7,1.99,11,727,5.5,68.5,84.1,480,97.4,4.6,20187
138.0,23.8,67.3,52.3,1.9,3,537,26.7,72.0,97.9,2451,96.9,4.2,24605
153.5,32.8,53.9,50.4,3.28,8,587,27.8,72.0,96.1,2672,100.0,1.0,27794
193.6,6.0,81.6,52.3,0.52,17,302,16.3,72.0,100.0,806,99.4,1.0,25123
154.4,25.9,44.8,48.8,0.67,9,1484,12.9,72.0,93.2,3256,94.2,2.8,21316
189.1,23.6,77.8,60.6,3.04,1,464,29.8,72.0,100.0,2478,100.0,1.0,28000
48.1,35.6,94.8,39.0,11.71,11,566,16.2,71.5,89.8,1426,92.7,4.6,21387
131.1,18.0,61.2,51.4,23.63,8,1728,11.1,72.0,100.0,3280,100.0,1.0,28000
63.5,42.0,63.5,26.2,18.61,3,548,6.7,72.0,89.0,428,99.8,5.3,20488
234.7,16.2,70.1,61.6,3.37,16,1200,25.1,72.0,100.0,5524,100.0,1.0,28000
168.3,40.1,95.2,42.5,1.87,4,1086,16.9,72.0,100.0,3115,100.0,1.0,28000
30.8,10.0,70.7,35.1,2.53,3,2189,25.1,22.7,50.4,5049,49.6,12.8,9057
209.8,24.3,93.0,23.3,25.66,13,1903,11.8,72.0,100.0,3855,100.0,1.0,28000
176.8,22.2,40.6,50.6,3.51,16,1984,16.5,72.0,100.0,5849,100.0,3.6,25085
100.8,41.1,52.5,23.1,3.36,12,170,25.1,54.4,73.7,537,81.4,7.6,16083
77.5,12.2,52.0,25.4,24.4,4,1442,7.5,57.6,78.5,1591,81.9,6.6,16272
29.4,21.3,33.4,34.7,9.37,4,2060,5.5,29.7,57.1,1165,60.9,11.2,8985
103.1,20.0,63.8,55.9,23.61,18,936,11.0,72.0,100.0,1814,100.0,1.0,28000
206.5,6.7,53.6,24.7,13.57,7,1482,26.0,72.0,96.2,6793,99.3,3.0,24629
111.5,27.4,61.0,52.5,0.17,17,824,19.5,69.2,80.9,2436,89.0,6.5,20129
157.1,33.0,59.8,44.6,14.86,12,1954,6.9,72.0,100.0,2346,100.0,1.0,28000
38.9,10.9,58.4,54.9,7.55,8,1722,9.5,49.0,64.3,2012,70.6,8.6,13736
115.7,38.3,44.9,32.9,3.18,9,780,21.5,62.1,72.9,2313,78.6,7.7,18005
89.1,5.5,93.1,57.9,24.86,13,635,9.5,72.0,100.0,934,100.0,1.0,28000
137.9,22.4,37.8,46.0,9.12,13,1026,30.1,69.6,86.7,4705,93.1,3.6,23884
37.0,23.8,76.8,26.5,13.56,8,1197,28.4,51.2,74.0,4614,76.1,7.2,16082
155.3,35.8,74.4,59.6,22.19,8,1096,18.8,72.0,100.0,3654,100.0,1.0,28000
209.4,18.2,90.2,37.7,7.53,3,1024,11.3,72.0,100.0,2058,100.0,1.0,28000
194.7,13.7,37.1,53.2,20.77,11,1790,28.4,72.0,100.0,9229,100.0,1.0,28000
199.9,31.8,61.0,23.1,2.6,15,617,2.6,72.0,91.1,293,96.4,2.1,22350
190.0,28.3,40.3,45.8,26.33,15,2019,28.3,72.0,100.0,10321,100.0,1.0,28000
104.0,18.3,56.1,55.4,1.07,1,996,29.3,59.3,84.5,4519,80.1,6.1,19167
80.9,6.5,55.5,59.9,2.9,14,1918,26.9,52.8,71.4,6512,80.1,9.0,16216
185.5,17.9,59.6,30.3,3.31,7,1773,7.8,65.2,89.6,2420,88.5,4.6,19155
150.3,28.2,37.5,40.8,27.3,13,929,23.5,72.0,100.0,3832,100.0,1.0,28000
75.5,38.4,95.8,59.6,16.95,2,81,10.0,72.0,100.0,103,100.0,1.0,28000
149.8,13.2,64.2,59.2,4.13,11,1833,6.7,72.0,92.6,1898,100.0,3.3,23898
224.1,14.0,88.1,46.5,7.75,11,1844,28.8,72.0,100.0,9664,100.0,1.0,28000
196.6,5.1,41.5,31.2,1.11,15,1847,5.9,56.7,78.8,1522,83.3,7.6,14713
49.2,31.1,41.5,36.0,1.21,6,2143,26.8,32.8,57.3,5808,64.9,9.9,12079
63.8,38.9,47.8,41.9,1.38,10,559,14.1,56.7,72.0,1156,71.7,6.9,14961
166.8,20.7,93.1,45.8,3.88,15,1390,30.4,72.0,100.0,7724,100.0,2.1,28000
85.8,34.1,79.6,43.9,3.05,9,789,9.6,65.8,87.6,1002,86.4,4.8,18828
164.1,40.2,41.9,33.9,20.74,10,597,13.1,72.0,100.0,1287,100.0,1.0,28000
154.1,6.5,59.0,36.7,2.56,3,225,17.6,56.3,78.1,615,78.8,9.1,15612
164.2,6.3,62.0,25.2,8.76,5,1290,27.3,58.1,77.2,4712,77.2,5.4,18008
116.4,6.7,74.3,44.7,1.09,3,2122,3.0,52.8,72.8,948,77.4,7.0,12946
176.4,15.2,78.3,52.3,22.72,11,826,8.7,72.0,100.0,1197,100.0,1.0,28000
109.9,3.5,74.0,40.4,18.59,16,1300,20.7,68.6,93.2,4583,94.5,4.1,21276
51.9,3.5,39.2,22.6,24.12,7,2030,21.6,45.5,63.3,5046,68.0,9.3,12490
124.6,21.5,33.4,28.6,2.84,16,1991,3.1,45.9,62.9,616,70.5,9.5,10875
47.1,36.1,59.6,38.6,16.41,18,1251,3.6,69.2,86.0,787,96.7,5.7,19562
74.9,5.4,33.2,45.1,7.87,14,1998,5.9,44.7,60.5,1263,61.9,9.8,10237
125.9,20.1,64.5,45.5,25.85,15,597,28.6,72.0,100.0,3040,100.0,1.0,28000
126.5,40.9,42.4,30.3,2.87,16,588,7.6,62.4,76.2,730,89.4,6.0,16945
144.7,42.0,55.0,32.4,5.3,17,190,26.3,72.0,91.8,716,99.9,3.0,25038
193.8,33.0,81.3,44.3,23.97,17,486,23.3,72.0,100.0,2021,100.0,1.0,28000
156.3,33.5,92.6,54.9,0.51,4,901,29.4,72.0,100.0,4744,100.0,1.0,28000
164.1,16.0,40.8,55.9,11.93,1,1064,27.1,72.0,100.0,5058,100.0,1.0,28000
160.3,12.6,80.2,43.2,4.29,14,1753,29.6,72.0,95.6,8935,98.0,5.0,23793
190.6,31.0,65.1,24.8,1.67,6,1837,4.3,72.0,95.1,1408,100.0,2.1,21390
178.4,28.8,65.3,33.8,19.22,18,1306,23.8,72.0,100.0,5725,100.0,1.0,28000
111.8,28.1,88.8,47.0,12.66,12,1716,25.4,72.0,100.0,7860,100.0,1.2,28000
136.9,24.1,45.7,42.5,1.43,6,155,3.3,62.0,82.7,0,86.5,7.0,16608
48.7,5.3,55.9,47.1,0.29,4,1898,11.3,26.0,52.2,2208,55.3,14.4,8166
217.3,27.5,66.1,45.8,1.21,5,1606,17.8,72.0,100.0,5178,100.0,1.0,28000
178.0,35.3,37.2,24.5,13.6,15,379,13.4,72.0,100.0,921,100.0,1.0,26335
116.0,20.2,91.6,41.6,23.15,5,2131,6.3,72.0,100.0,2498,100.0,1.0,28000
126.8,32.1,92.4,36.8,17.04,14,511,6.1,72.0,100.0,422,100.0,1.0,28000
129.5,33.9,41.1,45.6,3.59,10,943,7.9,67.1,91.1,1240,89.1,2.9,20168
91.6,20.6,53.6,37.1,23.43,5,627,17.4,72.0,93.5,1815,100.0,2.5,23893
167.9,19.0,46.9,37.8,26.85,15,1196,21.6,72.0,100.0,4678,100.0,1.0,28000
51.6,24.8,44.3,46.7,1.95,17,835,24.6,43.8,62.5,2374,66.5,11.4,13124
69.2,35.4,85.7,45.2,2.18,11,1705,19.9,67.4,82.6,4980,84.4,4.1,19559
107.1,6.5,94.7,43.7,0.81,3,691,11.6,52.4,70.3,1060,73.9,6.6,14201
108.8,15.5,58.4,35.0,3.33,4,272,8.5,50.1,69.0,284,72.4,8.9,12119
38.0,21.1,58.1,41.4,6.93,1,1162,18.8,45.1,64.5,2641,68.8,8.7,12961
120.9,36.0,64.0,53.3,2.21,6,1064,18.4,72.0,96.0,3363,97.7,2.2,25286
87.2,40.9,32.0,59.3,16.94,13,1499,27.4,72.0,100.0,7305,100.0,1.0,28000
44.3,30.2,85.2,51.0,24.65,7,2127,30.7,72.0,100.0,11690,100.0,1.0,28000
77.9,41.3,53.9,40.4,0.94,5,68,20.5,55.0,69.5,43,80.4,7.7,16969
109.5,6.2,88.1,48.1,25.05,15,565,12.9,72.0,100.0,1255,100.0,1.0,28000
26.8,21.0,91.9,39.8,0.18,9,1525,8.1,44.7,63.0,1524,59.9,12.2,10727
32.9,22.2,77.1,46.2,3.94,13,514,28.2,50.9,68.3,1802,73.0,9.1,15406
146.5,5.5,40.2,24.6,2.32,8,1183,8.2,35.0,58.9,1105,60.5,10.6,9741
122.6,39.6,73.0,59.7,3.76,14,1726,10.6,72.0,100.0,3237,100.0,1.0,28000
84.8,19.4,60.7,22.2,0.42,1,984,31.4,24.9,49.9,2675,50.4,12.1,10999
45.8,21.7,83.7,45.7,9.69,9,1072,5.7,60.3,75.9,656,82.0,7.2,16816
191.8,27.2,80.9,47.0,2.85,2,196,13.6,72.0,100.0,592,100.0,1.0,28000
156.3,19.8,38.5,24.2,3.41,13,452,20.7,55.5,69.1,1278,75.6,8.2,15214
117.0,27.2,38.5,48.0,1.21,17,1404,19.8,57.7,73.6,3768,83.8,7.5,18214
52.1,22.8,54.7,41.3,5.61,5,240,4.3,48.1,62.4,299,71.0,9.0,11831
191.7,8.7,51.8,35.7,0.13,5,294,9.5,61.7,82.9,238,82.2,7.8,17058
68.3,5.7,44.1,41.0,13.35,11,1434,20.7,46.6,63.8,3390,71.5,8.1,13306
25.8,11.7,46.7,47.0,2.96,11,1599,8.6,30.5,47.2,1113,49.7,11.2,7899
87.5,10.6,69.5,52.6,0.22,7,1223,7.6,53.7,73.8,1170,73.8,7.6,12962
206.2,38.5,33.3,49.1,3.17,4,1446,30.1,72.0,100.0,7958,100.0,1.0,28000
239.5,37.4,88.2,24.6,3.7,7,845,18.2,72.0,100.0,2740,100.0,1.0,28000
151.3,36.3,50.8,27.9,2.55,9,577,27.6,68.2,89.5,2449,84.6,5.2,21024
38.9,22.8,80.1,47.8,14.21,15,793,12.0,68.7,84.0,1525,90.5,4.2,19574
223.1,25.8,34.3,30.8,3.47,13,955,11.5,72.0,100.0,2151,100.0,2.3,24288
43.1,20.3,54.5,45.4,17.58,14,1907,16.3,65.2,80.1,4408,84.8,4.9,18334
163.8,17.0,37.3,55.7,18.2,9,992,5.4,72.0,100.0,844,100.0,1.0,28000
200.3,29.7,49.6,50.2,27.96,18,1129,2.8,72.0,100.0,682,100.0,1.0,28000
165.9,21.4,64.8,52.4,1.65,8,919,16.5,72.0,98.4,2788,100.0,1.9,25554
92.3,10.3,81.3,49.9,1.85,18,183,13.6,53.7,74.2,509,72.6,8.6,15663
98.1,19.3,75.9,38.1,15.28,11,155,19.2,69.1,83.7,639,99.5,4.2,22222
221.5,25.4,57.0,37.3,2.25,13,831,16.5,72.0,100.0,2523,100.0,1.0,28000
63.2,35.2,70.6,23.1,3.65,13,1222,8.6,48.2,61.7,1149,66.6,8.2,11745
220.6,18.3,95.3,27.2,20.94,13,905,6.3,72.0,100.0,1110,100.0,1.0,28000
151.3,22.6,75.8,33.0,0.66,3,1695,20.3,62.5,78.3,4877,86.1,5.7,18710
44.6,28.2,90.8,35.9,22.29,13,777,14.7,72.0,91.7,1858,100.0,3.1,24134
45.5,30.2,34.8,57.4,3.54,18,1255,22.2,58.0,68.7,3606,82.4,7.2,16881
51.1,17.4,80.3,42.2,11.78,6,1095,8.6,56.1,71.1,1260,82.8,6.8,15806
110.9,10.6,34.4,32.0,4.25,15,2045,16.1,33.1,51.9,3161,59.7,11.2,10502
59.7,35.7,70.8,29.1,2.99,6,377,22.3,48.8,60.8,896,67.3,9.7,14602
139.4,20.2,35.1,47.4,18.72,4,1659,22.9,72.0,100.0,6657,100.0,1.0,28000
220.4,10.8,33.0,23.1,3.3,3,963,30.8,65.6,76.6,4155,88.4,4.4,20361
200.4,15.6,72.1,47.0,11.36,14,554,9.4,72.0,100.0,743,100.0,1.0,28000
72.3,28.7,49.8,47.0,3.55,14,1295,25.1,59.1,73.4,4379,80.6,8.9,16890
79.2,6.7,52.8,47.2,3.71,5,1420,7.7,46.7,64.3,1456,66.4,9.0,10477
221.1,20.5,64.7,51.7,19.88,1,1012,3.1,72.0,100.0,459,100.0,1.0,28000
54.6,22.5,44.9,37.0,7.05,15,1406,6.5,37.6,59.4,792,68.1,10.0,11108
186.4,11.9,78.9,35.7,0.31,8,971,20.4,67.4,85.1,3011,86.7,5.8,20693
66.4,27.7,41.1,30.2,2.41,7,1027,17.5,30.8,54.6,1632,55.8,11.4,10545
90.2,25.5,93.9,30.1,13.73,12,1691,13.6,69.9,88.1,3690,93.0,3.2,21337
128.6,32.7,59.4,25.3,8.76,18,685,18.8,65.7,80.5,1788,87.2,5.3,20000
96.6,30.9,44.5,58.6,3.46,12,2072,14.4,70.3,87.9,4817,93.0,3.5,21654
40.3,37.5,95.5,27.0,4.96,14,1105,25.3,53.7,74.7,3842,77.3,7.6,15934
107.8,19.5,47.8,41.1,10.44,1,665,10.2,63.7,79.9,877,86.2,7.4,17805
27.7,33.1,73.2,58.7,2.39,3,2183,29.3,61.3,85.7,9837,87.8,5.9,20101
215.6,25.9,79.0,52.1,24.41,4,1470,26.5,72.0,100.0,7111,100.0,1.0,28000
130.7,6.8,81.5,38.7,8.43,14,758,7.7,61.4,77.7,810,86.3,4.6,17645
70.7,10.8,80.0,54.4,3.93,14,1865,21.0,59.6,76.3,5245,77.2,6.9,16653
98.6,25.8,62.6,48.9,0.34,1,231,5.4,57.1,78.0,216,87.1,7.4,16308
126.7,16.1,59.5,36.8,27.98,8,1539,22.1,72.0,100.0,6064,100.0,1.0,28000
175.1,31.3,88.8,27.6,24.4,9,1078,13.4,72.0,100.0,2590,100.0,1.0,28000
230.9,34.7,33.1,36.4,3.25,11,1879,9.4,72.0,100.0,3296,100.0,1.0,28000
127.4,28.7,76.8,26.0,2.47,5,2190,28.3,60.9,80.6,8804,81.7,5.5,18779
239.2,41.5,61.9,57.9,13.76,18,1046,9.7,72.0,100.0,1906,100.0,1.0,28000
224.7,15.7,56.5,33.2,18.81,4,616,29.7,72.0,100.0,3411,100.0,1.0,28000
223.6,5.5,54.0,58.4,20.44,18,1849,26.3,72.0,100.0,8588,100.0,1.0,28000
185.1,7.5,55.5,56.1,16.37,1,1333,4.3,72.0,100.0,1223,100.0,1.0,28000
196.3,23.3,70.5,30.9,2.2,15,1354,6.8,72.0,99.9,1655,99.7,3.2,22330
